вкусный_ADJ	0
плохой_ADJ	0
плохо_ADJ	0
плохой_NOUN	0
нехороший_ADJ	0
плохо_NOUN	0
невкусный_ADJ	0
виноватый_ADJ	0
хороший_ADJ	0
нехорошо_ADJ	0
ругать_VERB	0
жаловаться_VERB	0
злиться_VERB	0
грубить_VERB	0
невкусно_ADJ	0
воровать_VERB	0
порченый_ADJ	0
обидно_ADJ	0
голодуха_NOUN	0
скверный_ADJ	0
винить_VERB	0
отругать_VERB	0
дурной_ADJ	0
бояться_VERB	0
дрянь_NOUN	0
стыдно_ADJ	0
контра_NOUN	0
ругаться_VERB	0
подыхать_VERB	0
говно_NOUN	0
бедняга_NOUN	0
худо_NOUN	0
корить_VERB	0
жрать_VERB	0
ябедничать_VERB	0
сволочь_NOUN	0
глупо_ADJ	0
что_NOUN	0
тошный_ADJ	0
обижаться_VERB	0
наркота_NOUN	0
обидный_ADJ	0
злой_NOUN	0
мухлевать_VERB	0
голодный_NOUN	0
отвратительно_ADJ	0
скандалить_VERB	0
тошнить_VERB	0
нечестный_ADJ	0
некачественный_ADJ	0
неважный_ADJ	0
придираться_VERB	0
обижать_VERB	0
паршивый_ADJ	0
агрессивный_NOUN	0
жалко_ADJ	0
беда_NOUN	0
поделать_VERB	0
расстраиваться_VERB	0
стыдить_VERB	0
хамить_VERB	0
нормально_ADJ	0
оправдываться_VERB	0
накричать_VERB	0
худший_ADJ	0
вша_NOUN	0
разгильдяйство_NOUN	0
досадно_ADJ	0
мне-то_NOUN	0
хорошо_ADJ	0
отрыжка_NOUN	0
гадость_NOUN	0
некого_ADJ	0
жовать_VERB	0
опасно_ADJ	0
замучать_VERB	0
виноватый_NOUN	0
испортить_VERB	0
жалко_NOUN	0
врать_VERB	0
никудышный_ADJ	0
дурак_NOUN	0
недоедать_VERB	0
глупый_ADJ	0
нервничать_VERB	0
стыдный_ADJ	0
проклятый_ADJ	0
заедать_VERB	0
хныкать_VERB	0
псих_NOUN	0
подъедать_VERB	0
испортиться_VERB	0
огрызаться_VERB	0
злить_VERB	0
нарываться_VERB	0
зануда_NOUN	0
трескать_VERB	0
привередничать_VERB	0
сдохнуть_VERB	0
дурость_NOUN	0
психануть_VERB	0
обидеться_VERB	0
худой_NOUN	0
слад_NOUN	0
тухлый_ADJ	0
он_VERB	0
портить_VERB	0
звереть_VERB	0
плохой_VERB	0
дурик_NOUN	0
нагрубить_VERB	0
штрафовать_VERB	0
сердиться_VERB	0
помирать_VERB	0
дистрофик_NOUN	0
морить_VERB	0
избаловаться_VERB	0
психушка_NOUN	0
халатность_NOUN	0
нерасторопность_NOUN	0
болеть_NOUN	0
есть_VERB	0
горько_ADJ	0
голодать_VERB	0
мучиться_VERB	0
отместка_NOUN	0
всбыть_VERB	0
антисанитария_NOUN	0
жаль_NOUN	0
портиться_VERB	0
пьть_VERB	0
уследить_VERB	0
брехня_NOUN	0
злопамятный_ADJ	0
похмелье_NOUN	0
значит_VERB	0
выкручиваться_VERB	0
обжираться_VERB	0
голодный_ADJ	0
нет_NOUN	0
пьяница_NOUN	0
воровство_NOUN	0
но_NOUN	0
нарваться_VERB	0
разозлиться_VERB	0
поругаться_VERB	0
повеситься_VERB	0
сослепу_NOUN	0
нерадивый_ADJ	0
кухня_NOUN	0
быдло_NOUN	0
гадина_NOUN	0
отмазка_NOUN	0
глупо_NOUN	0
пичкать_VERB	0
дерьмо_NOUN	0
издохнуть_VERB	0
головотяпство_NOUN	0
вранье_NOUN	0
страшно_ADJ	0
ежть_VERB	0
надотец_NOUN	0
неинтересно_ADJ	0
поганый_ADJ	0
курево_NOUN	0
дура_NOUN	0
совсем_NOUN	0
съесть_VERB	0
зло_VERB	0
слабак_NOUN	0
неэффективный_ADJ	0
гадкий_ADJ	0
саботаж_NOUN	0
зря_VERB	0
наплевать_VERB	0
доесть_NOUN	0
милай_VERB	0
перестраховка_NOUN	0
придуриваться_VERB	0
сгоряча_NOUN	0
недосмотреть_VERB	0
стыдно_NOUN	0
халтурить_VERB	0
поклеп_NOUN	0
испортить_ADJ	0
проворонить_VERB	0
изветься_VERB	0
вкусный_NOUN	0
притеснять_VERB	0
плються_VERB	0
зарекаться_VERB	0
хамство_NOUN	0
нажраться_VERB	0
неправильно_ADJ	0
несъедобный_ADJ	0
ерунда_NOUN	0
слушаться_VERB	0
проклятый_VERB	0
позориться_VERB	0
ничто_ADJ	0
табачище_NOUN	0
перепуг_NOUN	0
язвенник_NOUN	0
нахамить_VERB	0
пьянствовать_VERB	0
несправедливый_ADJ	0
ирод_NOUN	0
тяжелый_NOUN	0
дыхать_VERB	0
опаздывать_VERB	0
смешноотреть_NOUN	0
