плохой	ADJ	0
ужасный	ADJ	0
горьковатый	ADJ	0
тонковатый	ADJ	0
первый	ADJ	0
жесткий	ADJ	0
мелкий	ADJ	0
темный	ADJ	0
ясный	ADJ	0
медленный	ADJ	0
съедобно	ADJ	0
терпимый	ADJ	0
ниже	ADJ	0
идеально	ADJ	0
обильна	ADJ	0
обыкновенный	ADJ	0
недосоленный	ADJ	0
суховат	ADJ	0
халтурный	ADJ	0
глупо	ADJ	0
дымный	ADJ	0
шедеврально	ADJ	0
некрасиво	ADJ	0
глуповатый	ADJ	0
предсказуемый	ADJ	0
суховатый	ADJ	0
поджареный	ADJ	0
некрасивый	ADJ	0
негорячо	ADJ	0
несъедобный	ADJ	0
дешевенький	ADJ	0
невзрачный	ADJ	0
Водянистый	ADJ	0
БЕЗвкусный	ADJ	0
неизящный	ADJ	0
Ароматный	ADJ	0
диетичный	ADJ	0
запеченый	ADJ	0
свежо	ADJ	0
хороший	ADJ	0
чисто	ADJ	0
итальянский	ADJ	0
серьезно	ADJ	0
европейский	ADJ	0
романтично	ADJ	0
умиротворяюще-радостный	ADJ	0
больше	ADJ	0
верный	ADJ	0
Пряной	ADJ	0
старый	ADJ	0
Сочно	ADJ	0
Дороговато	ADJ	0
гармонично	ADJ	0
Шикарный	ADJ	0
потрясный	ADJ	0
простовать	ADJ	0
сухой	ADJ	0
простенький	ADJ	0
знатный	ADJ	0
Согревать	ADJ	0
дурной	ADJ	0
ОБИЛЬН	ADJ	0
обширный	ADJ	0
дороговато	ADJ	0
чешский	ADJ	0
необычно	ADJ	0
тихо	ADJ	0
скромно	ADJ	0
спокойно	ADJ	0
мороженой	ADJ	0
упругия	ADJ	0
заманчивый	ADJ	0
приемлемый	ADJ	0
милая	ADJ	0
желать	ADJ	0
Вкусно	ADJ	0
безумно	ADJ	0
полупустынный	ADJ	0
прозрачный	ADJ	0
самолепный	ADJ	0
Аккуратненький	ADJ	0
Стильно	ADJ	0
другой	ADJ	0
разовый	ADJ	0
единственный	ADJ	0
свежайший	ADJ	0
отдохновенно	ADJ	0
потрясающий	ADJ	0
Нетривиально	ADJ	0
брутальный	ADJ	0
Сытно	ADJ	0
миндальный	ADJ	0
противный	ADJ	0
прохладно	ADJ	0
адоптировать	ADJ	0
близкий	ADJ	0
небычный	ADJ	0
релаксационный	ADJ	0
подороже	ADJ	0
скушной	ADJ	0
пафосно	ADJ	0
невзболтанный	ADJ	0
-густый	ADJ	0
громадный	ADJ	0
скисший	ADJ	0
точный	ADJ	0
жиденький	ADJ	0
медовый	ADJ	0
Отменный	ADJ	0
оригиальный	ADJ	0
мароканский	ADJ	0
чай-зеленый	ADJ	0
гигантской	ADJ	0
кофе(новый	ADJ	0
особенный	ADJ	0
соус-насыщенный	ADJ	0
объемист	ADJ	0
нетревиальный	ADJ	0
Прикольно	ADJ	0
толстоватый	ADJ	0
лишний	ADJ	0
Отличный	ADJ	0
Нежный	ADJ	0
аутентичнать	ADJ	0
незамысловатый	ADJ	0
волшебной	ADJ	0
короткий	ADJ	0
подать	ADJ	0
островатый	ADJ	0
Непривычно	ADJ	0
ризотто	ADJ	0
майонезный	ADJ	0
Самолепный	ADJ	0
самопечный	ADJ	0
полноценный	ADJ	0
черносливовый	ADJ	0
миниатюрный	ADJ	0
черствоват	ADJ	0
весеть	ADJ	0
Эстетично	ADJ	0
недожаренный	ADJ	0
творожный	ADJ	0
Лёгкий	ADJ	0
слабый	ADJ	0
непривычно	ADJ	0
реально	ADJ	0
вредно	ADJ	0
испечённый	ADJ	0
прикрасный	ADJ	0
новенький	ADJ	0
обветренный	ADJ	0
волшебный	ADJ	0
роскошный	ADJ	0
Питкий	ADJ	0
Сытный	ADJ	0
Разнообразный	ADJ	0
импозантный	ADJ	0
масштабный	ADJ	0
Цельный	ADJ	0
притязательный	ADJ	0
указательный	ADJ	0
отдельный	ADJ	0
открытый	ADJ	0
долгий	ADJ	0
последний	ADJ	0
Мексиканский	ADJ	0
двухшариковый	ADJ	0
лаконичен	ADJ	0
Милой	ADJ	0
злой	ADJ	0
ледяной	ADJ	0
живительный	ADJ	0
въедливый	ADJ	0
морозно	ADJ	0
аскетичен	ADJ	0
чудесной	ADJ	0
Обширный	ADJ	0
старинный	ADJ	0
веселенький	ADJ	0
достак	ADJ	0
всяческий	ADJ	0
потрепать	ADJ	0
многочисленный	ADJ	0
кубинский	ADJ	0
пафосный	ADJ	0
неординарный	ADJ	0
Уютный	ADJ	0
чинный	ADJ	0
чёткий	ADJ	0
стабильный	ADJ	0
Облепиховый	ADJ	0
общий	ADJ	0
загадочный	ADJ	0
специфический	ADJ	0
Милый	ADJ	0
изменить	ADJ	0
суетливый	ADJ	0
отпадный	ADJ	0
ростовский	ADJ	0
улётный	ADJ	0
Свежеприготовленный	ADJ	0
армянский	ADJ	0
пересушеный	ADJ	0
ненасыщенный	ADJ	0
удачной	ADJ	0
мятный	ADJ	0
божественнный	ADJ	0
черствый	ADJ	0
каноничный	ADJ	0
мирный	ADJ	0
убедительный	ADJ	0
сырный	ADJ	0
бюджетный	ADJ	0
Плотный	ADJ	0
плотной	ADJ	0
мятый	ADJ	0
приветлив	ADJ	0
обалдеть	ADJ	0
пушистый	ADJ	0
постный	ADJ	0
консервированый	ADJ	0
Вкусный	ADJ	0
варёный	ADJ	0
Красненький	ADJ	0
однородный	ADJ	0
Сочен	ADJ	0
кондиционировать	ADJ	0
приторный	ADJ	0
холопений	ADJ	0
легенький	ADJ	0
Малолюдно	ADJ	0
стейк-сочный	ADJ	0
блестящий	ADJ	0
избить	ADJ	0
доброкачестветь	ADJ	0
счастливый	ADJ	0
развлекательный	ADJ	0
недешево	ADJ	0
делать	ADJ	0
гуманный	ADJ	0
мрачноватый	ADJ	0
притяной	ADJ	0
авторский	ADJ	0
известный	ADJ	0
прилично	ADJ	0
традиционный	ADJ	0
чебуречный	ADJ	0
чудной	ADJ	0
недурный	ADJ	0
вменяемый	ADJ	0
заметный	ADJ	0
Неожиданский	ADJ	0
выразить	ADJ	0
Негромкий	ADJ	0
ненавящевый	ADJ	0
чудный	ADJ	0
НЕпафосный	ADJ	0
миловидный	ADJ	0
вменяемой	ADJ	0
четкий	ADJ	0
неуклюжий	ADJ	0
опрятный	ADJ	0
быстый	ADJ	0
компактный	ADJ	0
Вежливый	ADJ	0
солнечный	ADJ	0
бежевой	ADJ	0
культурный	ADJ	0
скромный	ADJ	0
узнаваемый	ADJ	0
дружественный	ADJ	0
любезно	ADJ	0
.но	ADJ	0
легко	ADJ	0
стильное	ADJ	0
жизнерадостный	ADJ	0
Улыбчивый	ADJ	0
Уборный	ADJ	0
танцевальный	ADJ	0
Дружелюбный	ADJ	0
Каминный	ADJ	0
элитный	ADJ	0
земной	ADJ	0
гламурно	ADJ	0
естественный	ADJ	0
недосоленый	ADJ	0
вежливой	ADJ	0
трогательно	ADJ	0
сдержанный	ADJ	0
модный	ADJ	0
высоко	ADJ	0
средненький	ADJ	0
крошечный	ADJ	0
полусырый	ADJ	0
Кислый	ADJ	0
крошечной	ADJ	0
Невкусно	ADJ	0
сыроватый	ADJ	0
Жидко	ADJ	0
Пресный	ADJ	0
скудный	ADJ	0
бесполезный	ADJ	0
полужидкий	ADJ	0
солёный	ADJ	0
дорого	ADJ	0
нежно	ADV	0
вкуснее	ADV	0
По-тайски	ADV	0
непересоленный	ADJ	0
старательно	ADJ	0
тропический	ADJ	0
жирненький	ADJ	0
бодрый	ADJ	0
бледный	ADJ	0
привычный	ADJ	0
иной	ADJ	0
клубничный	ADJ	0
сахарный	ADJ	0
неплохой	ADJ	0
жизнеспособный	ADJ	0
типичный	ADJ	0
ягодный	ADJ	0
сливочный	ADJ	0
изысканый	ADJ	0
тесно	ADJ	0
неполезный	ADJ	0
чудесный	ADJ	0
прожарить	ADJ	0
марципановый	ADJ	0
свежевыпеченный	ADJ	0
апельсиновый	ADJ	0
внушительный	ADJ	0
безвкусный	ADJ	0
дорошо	ADJ	0
остренький	ADJ	0
опознаный	ADJ	0
лёгкий	ADJ	0
баварский	ADJ	0
добротно	ADJ	0
шумно	ADJ	0
ватный	ADJ	0
изыскывать	ADJ	0
четко	ADJ	0
гастрономический	ADJ	0
благородный	ADJ	0
гретый	ADJ	0
нежирный	ADJ	0
сильный	ADJ	0
суховато	ADJ	0
экзотичный	ADJ	0
возможно	ADJ	0
тривиальный	ADJ	0
долго	ADJ	0
стандартный	ADJ	0
пирожной	ADJ	0
алкогольно	ADJ	0
одинаковый	ADJ	0
пресладкий	ADJ	0
